id,customer_id,order_date,product,pack_size,channel,segment,subscription
O00389,C3684,2025-11-20,bar,12-bar box,d2c,weight_loss,no
O00390,C0371,2025-11-21,bar,12-bar box,marketplace,vegetarian,no
O00391,C0613,2025-11-21,bar,12-bar box,marketplace,weight_loss,no
O00392,C2487,2025-11-21,bar,12-bar box,d2c,beginner,no
O00393,C3332,2025-11-21,bar,12-bar box,d2c,gym_regular,no
O00394,C3483,2025-11-21,bar,12-bar box,marketplace,gym_regular,no
O00395,C3914,2025-11-21,bar,12-bar box,marketplace,vegetarian,no
O00396,C0173,2025-11-22,bar,12-bar box,marketplace,beginner,no
O00397,C0782,2025-11-22,bar,12-bar box,d2c,beginner,no
O00398,C0967,2025-11-22,bar,12-bar box,d2c,weight_loss,no
O00399,C2151,2025-11-22,bar,12-bar box,d2c,gym_regular,no
O00400,C2558,2025-11-22,bar,12-bar box,marketplace,weight_loss,no
O00401,C3442,2025-11-22,bar,12-bar box,d2c,endurance,no
O00402,C3473,2025-11-22,bar,12-bar box,d2c,weight_loss,no
O00403,C3903,2025-11-22,bar,12-bar box,marketplace,gym_regular,no
O00404,C0953,2025-11-23,bar,12-bar box,marketplace,gym_regular,no
O00405,C1475,2025-11-23,bar,12-bar box,d2c,vegetarian,no
O00406,C1959,2025-11-23,bar,12-bar box,d2c,weight_loss,no
O00407,C2080,2025-11-23,bar,12-bar box,marketplace,vegetarian,no
O00408,C2292,2025-11-23,bar,12-bar box,d2c,weight_loss,no
O00409,C2480,2025-11-23,bar,12-bar box,d2c,endurance,no
O00410,C2825,2025-11-23,bar,12-bar box,marketplace,weight_loss,no
O00411,C3121,2025-11-23,bar,12-bar box,d2c,beginner,no
O00412,C3408,2025-11-23,bar,12-bar box,marketplace,gym_regular,no
O00413,C3458,2025-11-23,bar,12-bar box,d2c,gym_regular,no
O00414,C3630,2025-11-23,bar,12-bar box,d2c,vegetarian,no
O00415,C3720,2025-11-23,bar,12-bar box,marketplace,beginner,no
O00416,C3798,2025-11-23,bar,12-bar box,d2c,gym_regular,no
O00417,C0761,2025-11-24,bar,12-bar box,d2c,beginner,no
O00418,C1231,2025-11-24,bar,12-bar box,d2c,endurance,no
O00419,C1552,2025-11-24,bar,12-bar box,marketplace,weight_loss,no
O00420,C2169,2025-11-24,bar,12-bar box,d2c,endurance,no
O00421,C2176,2025-11-24,bar,12-bar box,marketplace,vegetarian,no
O00422,C2984,2025-11-24,bar,12-bar box,d2c,beginner,no
O00423,C3184,2025-11-24,bar,12-bar box,marketplace,beginner,no
O00424,C3353,2025-11-24,bar,12-bar box,marketplace,weight_loss,no
O00425,C0006,2025-11-25,bar,12-bar box,marketplace,weight_loss,no
O00426,C0857,2025-11-25,bar,12-bar box,marketplace,gym_regular,no
O00427,C1287,2025-11-25,bar,12-bar box,d2c,beginner,no
O00428,C2364,2025-11-25,bar,12-bar box,marketplace,vegetarian,no
O00429,C1447,2025-11-26,bar,12-bar box,marketplace,vegetarian,no
O00430,C2882,2025-11-26,bar,12-bar box,d2c,gym_regular,no
O00431,C2951,2025-11-26,bar,12-bar box,marketplace,gym_regular,no
O00432,C3043,2025-11-26,bar,12-bar box,d2c,gym_regular,no
O00433,C3190,2025-11-26,bar,12-bar box,d2c,weight_loss,no
O00434,C0047,2025-11-27,bar,12-bar box,d2c,gym_regular,no
O00435,C0122,2025-11-27,bar,12-bar box,marketplace,vegetarian,no
O00436,C0630,2025-11-27,bar,12-bar box,marketplace,gym_regular,no
O00437,C0653,2025-11-27,bar,12-bar box,marketplace,weight_loss,no
O00438,C1115,2025-11-27,bar,12-bar box,marketplace,beginner,no
O00439,C1178,2025-11-27,bar,12-bar box,marketplace,vegetarian,no
O00440,C3358,2025-11-27,bar,12-bar box,d2c,gym_regular,no
O00441,C0044,2025-11-28,bar,12-bar box,d2c,weight_loss,no
O00442,C0062,2025-11-28,bar,12-bar box,marketplace,gym_regular,no
O00443,C0591,2025-11-28,bar,12-bar box,marketplace,gym_regular,no
O00444,C0957,2025-11-28,bar,12-bar box,d2c,endurance,no
O00445,C1853,2025-11-28,bar,12-bar box,d2c,weight_loss,no
O00446,C2258,2025-11-28,bar,12-bar box,marketplace,gym_regular,no
O00447,C2356,2025-11-28,bar,12-bar box,marketplace,gym_regular,no
O00448,C3701,2025-11-28,bar,12-bar box,marketplace,weight_loss,no
O00449,C0120,2025-11-29,bar,12-bar box,marketplace,beginner,no
O00450,C0156,2025-11-29,bar,12-bar box,marketplace,beginner,no
O00451,C0331,2025-11-29,bar,12-bar box,d2c,gym_regular,no
O00452,C1460,2025-11-29,bar,12-bar box,d2c,endurance,no
O00453,C1686,2025-11-29,bar,12-bar box,d2c,vegetarian,no
O00454,C1921,2025-11-29,bar,12-bar box,marketplace,gym_regular,no
O00455,C2275,2025-11-29,bar,12-bar box,d2c,gym_regular,no
O00456,C3013,2025-11-29,bar,12-bar box,marketplace,gym_regular,no
O00457,C3397,2025-11-29,bar,12-bar box,d2c,beginner,no
O00458,C3401,2025-11-29,bar,12-bar box,marketplace,gym_regular,no
O00459,C3571,2025-11-29,bar,12-bar box,d2c,gym_regular,no
O00460,C3825,2025-11-29,bar,12-bar box,d2c,gym_regular,no
O00461,C0258,2025-11-30,bar,12-bar box,marketplace,endurance,no
O00462,C1612,2025-11-30,bar,12-bar box,marketplace,beginner,no
O00463,C2009,2025-11-30,bar,12-bar box,d2c,beginner,no
O00464,C2077,2025-11-30,bar,12-bar box,d2c,weight_loss,no
O00465,C2142,2025-11-30,bar,12-bar box,marketplace,gym_regular,no
O00466,C2862,2025-11-30,bar,12-bar box,d2c,vegetarian,no
O00467,C1666,2025-12-01,bar,12-bar box,d2c,beginner,no
O00468,C1704,2025-12-01,bar,12-bar box,d2c,gym_regular,no
O00469,C1752,2025-12-01,bar,12-bar box,marketplace,gym_regular,no
O00470,C1846,2025-12-01,bar,12-bar box,marketplace,gym_regular,no
O00471,C3061,2025-12-01,bar,12-bar box,marketplace,vegetarian,no
O00472,C3736,2025-12-01,bar,12-bar box,marketplace,beginner,no
O00473,C3806,2025-12-01,bar,12-bar box,marketplace,gym_regular,no
O00474,C0768,2025-12-02,bar,12-bar box,d2c,beginner,no
O00475,C1539,2025-12-02,bar,12-bar box,marketplace,vegetarian,no
O00476,C1796,2025-12-02,bar,12-bar box,d2c,vegetarian,no
O00477,C2313,2025-12-02,bar,12-bar box,marketplace,beginner,no
O00478,C2339,2025-12-02,bar,12-bar box,marketplace,weight_loss,no
O00479,C2455,2025-12-02,bar,12-bar box,d2c,weight_loss,no
O00480,C3836,2025-12-02,bar,12-bar box,marketplace,gym_regular,no
O00481,C0363,2025-12-03,bar,12-bar box,marketplace,vegetarian,no
O00482,C0478,2025-12-03,bar,12-bar box,marketplace,gym_regular,no
O00483,C1127,2025-12-03,bar,12-bar box,d2c,beginner,no
O00484,C1538,2025-12-03,bar,12-bar box,d2c,gym_regular,no
O00485,C3088,2025-12-03,bar,12-bar box,marketplace,gym_regular,no
O00486,C3553,2025-12-03,bar,12-bar box,d2c,vegetarian,no
O00487,C3924,2025-12-03,bar,12-bar box,marketplace,beginner,no
O00488,C0055,2025-12-04,bar,12-bar box,marketplace,gym_regular,no
O00489,C1444,2025-12-04,bar,12-bar box,marketplace,gym_regular,no
O00490,C1815,2025-12-04,bar,12-bar box,marketplace,weight_loss,no
O00491,C1850,2025-12-04,bar,12-bar box,marketplace,gym_regular,no
O00492,C1976,2025-12-04,bar,12-bar box,d2c,vegetarian,no
O00493,C2107,2025-12-04,bar,12-bar box,d2c,beginner,no
O00494,C2308,2025-12-04,bar,12-bar box,marketplace,endurance,no
O00495,C3776,2025-12-04,bar,12-bar box,d2c,endurance,no
O00496,C0095,2025-12-05,bar,12-bar box,d2c,weight_loss,no
O00497,C0534,2025-12-05,bar,12-bar box,marketplace,weight_loss,no
O00498,C0588,2025-12-05,bar,12-bar box,d2c,vegetarian,no
O00499,C1009,2025-12-05,bar,12-bar box,d2c,beginner,no
O00500,C1158,2025-12-05,bar,12-bar box,d2c,beginner,no
O00501,C1269,2025-12-05,bar,12-bar box,marketplace,beginner,no
O00502,C1295,2025-12-05,bar,12-bar box,d2c,weight_loss,no
O00503,C1560,2025-12-05,bar,12-bar box,d2c,gym_regular,no
O00504,C2532,2025-12-05,bar,12-bar box,marketplace,vegetarian,no
O00505,C2741,2025-12-05,bar,12-bar box,marketplace,gym_regular,no
O00506,C3954,2025-12-05,bar,12-bar box,d2c,beginner,no
O00507,C0599,2025-12-06,bar,12-bar box,d2c,beginner,no
O00508,C2075,2025-12-06,bar,12-bar box,marketplace,weight_loss,no
O00509,C2224,2025-12-06,bar,12-bar box,d2c,beginner,no
O00510,C2282,2025-12-06,bar,12-bar box,marketplace,gym_regular,no
O00511,C2973,2025-12-06,bar,12-bar box,d2c,endurance,no
O00512,C3169,2025-12-06,bar,12-bar box,d2c,gym_regular,no
O00513,C3402,2025-12-06,bar,12-bar box,marketplace,vegetarian,no
O00514,C3593,2025-12-06,bar,12-bar box,marketplace,weight_loss,no
O00515,C3844,2025-12-06,bar,12-bar box,marketplace,gym_regular,no
O00516,C0319,2025-12-07,bar,12-bar box,marketplace,weight_loss,no
O00517,C0485,2025-12-07,bar,12-bar box,marketplace,gym_regular,no
O00518,C1587,2025-12-07,bar,12-bar box,marketplace,endurance,no
O00519,C2497,2025-12-07,bar,12-bar box,marketplace,weight_loss,no
O00520,C3520,2025-12-07,bar,12-bar box,marketplace,vegetarian,no
O00521,C3673,2025-12-07,bar,12-bar box,marketplace,beginner,no
O00522,C3838,2025-12-07,bar,12-bar box,d2c,gym_regular,no
O00523,C3843,2025-12-07,bar,12-bar box,marketplace,beginner,no
O00524,C0459,2025-12-08,bar,12-bar box,d2c,weight_loss,no
O00525,C0991,2025-12-08,bar,12-bar box,marketplace,beginner,no
O00526,C1514,2025-12-08,bar,12-bar box,marketplace,beginner,no
O00527,C2110,2025-12-08,bar,12-bar box,marketplace,gym_regular,no
O00528,C2506,2025-12-08,bar,12-bar box,marketplace,vegetarian,no
O00529,C0141,2025-12-09,bar,12-bar box,d2c,vegetarian,no
O00530,C1234,2025-12-09,bar,12-bar box,marketplace,gym_regular,no
O00531,C1323,2025-12-09,bar,12-bar box,marketplace,gym_regular,no
O00532,C2230,2025-12-09,bar,12-bar box,marketplace,gym_regular,no
O00533,C2413,2025-12-09,bar,12-bar box,d2c,vegetarian,no
O00534,C2505,2025-12-09,bar,12-bar box,d2c,weight_loss,no
O00535,C2771,2025-12-09,bar,12-bar box,marketplace,beginner,no
O00536,C2929,2025-12-09,bar,12-bar box,marketplace,vegetarian,no
O00537,C0150,2025-12-10,bar,12-bar box,marketplace,gym_regular,no
O00538,C0282,2025-12-10,bar,12-bar box,d2c,weight_loss,no
O00539,C1139,2025-12-10,bar,12-bar box,marketplace,weight_loss,no
O00540,C1394,2025-12-10,bar,12-bar box,marketplace,gym_regular,no
O00541,C1607,2025-12-10,bar,12-bar box,marketplace,beginner,no
O00542,C2919,2025-12-10,bar,12-bar box,marketplace,weight_loss,no
O00543,C2990,2025-12-10,bar,12-bar box,marketplace,gym_regular,no
O00544,C3302,2025-12-10,bar,12-bar box,marketplace,weight_loss,no
O00545,C0009,2025-12-11,bar,12-bar box,marketplace,beginner,no
O00546,C1192,2025-12-11,bar,12-bar box,marketplace,beginner,no
O00547,C1657,2025-12-11,bar,12-bar box,d2c,gym_regular,no
O00548,C1840,2025-12-11,bar,12-bar box,d2c,vegetarian,no
O00549,C3146,2025-12-11,bar,12-bar box,marketplace,endurance,no
O00550,C0391,2025-12-12,bar,12-bar box,d2c,beginner,no
O00551,C0725,2025-12-12,bar,12-bar box,d2c,beginner,no
O00552,C1389,2025-12-12,bar,12-bar box,d2c,endurance,no
O00553,C1441,2025-12-12,bar,12-bar box,marketplace,beginner,no
O00554,C1602,2025-12-12,bar,12-bar box,marketplace,beginner,no
O00555,C3300,2025-12-12,bar,12-bar box,marketplace,gym_regular,no
O00556,C3391,2025-12-12,bar,12-bar box,marketplace,gym_regular,no
O00557,C3636,2025-12-12,bar,12-bar box,marketplace,beginner,no
O00558,C1762,2025-12-13,bar,12-bar box,marketplace,gym_regular,no
O00559,C3898,2025-12-13,bar,12-bar box,marketplace,endurance,no
O00560,C0985,2025-12-14,bar,12-bar box,marketplace,gym_regular,no
O00561,C1261,2025-12-14,bar,12-bar box,d2c,endurance,no
O00562,C1940,2025-12-14,bar,12-bar box,d2c,beginner,no
O00563,C2447,2025-12-14,bar,12-bar box,marketplace,gym_regular,no
O00564,C2662,2025-12-14,bar,12-bar box,d2c,gym_regular,no
O00565,C3021,2025-12-14,bar,12-bar box,d2c,endurance,no
O00566,C0645,2025-12-15,bar,12-bar box,marketplace,vegetarian,no
O00567,C0837,2025-12-15,bar,12-bar box,d2c,beginner,no
O00568,C1332,2025-12-15,bar,12-bar box,marketplace,weight_loss,no
O00569,C1690,2025-12-15,bar,12-bar box,d2c,beginner,no
O00570,C2373,2025-12-15,bar,12-bar box,d2c,beginner,no
O00571,C2651,2025-12-15,bar,12-bar box,marketplace,gym_regular,no
O00572,C2657,2025-12-15,bar,12-bar box,marketplace,gym_regular,no
O00573,C3848,2025-12-15,bar,12-bar box,marketplace,beginner,no
O00574,C0033,2025-12-16,bar,12-bar box,d2c,vegetarian,no
O00575,C0437,2025-12-16,bar,12-bar box,marketplace,gym_regular,no
O00576,C1540,2025-12-16,bar,12-bar box,marketplace,weight_loss,no
O00577,C2100,2025-12-16,bar,12-bar box,marketplace,beginner,no
O00578,C2910,2025-12-16,bar,12-bar box,d2c,weight_loss,no
O00579,C3550,2025-12-16,bar,12-bar box,marketplace,vegetarian,no
O00580,C3646,2025-12-16,bar,12-bar box,marketplace,gym_regular,no
O00581,C3671,2025-12-16,bar,12-bar box,d2c,vegetarian,no
O00582,C0368,2025-12-17,bar,12-bar box,d2c,beginner,no
O00583,C0882,2025-12-17,bar,12-bar box,d2c,endurance,no
O00584,C1893,2025-12-17,bar,12-bar box,d2c,beginner,no
O00585,C3607,2025-12-17,bar,12-bar box,d2c,gym_regular,no
O00586,C3729,2025-12-17,bar,12-bar box,d2c,beginner,no
O00587,C0081,2025-12-18,bar,12-bar box,marketplace,gym_regular,no
O00588,C0783,2025-12-18,bar,12-bar box,d2c,beginner,no
O00589,C1892,2025-12-18,bar,12-bar box,marketplace,gym_regular,no
O00590,C2314,2025-12-18,bar,12-bar box,d2c,beginner,no
O00591,C2617,2025-12-18,bar,12-bar box,d2c,weight_loss,no
O00592,C2693,2025-12-18,bar,12-bar box,d2c,gym_regular,no
O00593,C3427,2025-12-18,bar,12-bar box,d2c,weight_loss,no
O00594,C1925,2025-12-19,bar,12-bar box,marketplace,beginner,no
O00595,C3284,2025-12-19,bar,12-bar box,d2c,gym_regular,no
O00596,C3662,2025-12-19,bar,12-bar box,marketplace,vegetarian,no
O00597,C3696,2025-12-19,bar,12-bar box,d2c,gym_regular,no
O00598,C0519,2025-12-20,bar,12-bar box,marketplace,beginner,no
O00599,C0704,2025-12-20,bar,12-bar box,marketplace,beginner,no
O00600,C1318,2025-12-20,bar,12-bar box,marketplace,beginner,no
O00601,C1449,2025-12-20,bar,12-bar box,marketplace,beginner,no
O00602,C1963,2025-12-20,bar,12-bar box,marketplace,gym_regular,no
O00603,C2423,2025-12-20,bar,12-bar box,marketplace,gym_regular,no
O00604,C2591,2025-12-20,bar,12-bar box,marketplace,vegetarian,no
O00605,C2763,2025-12-20,bar,12-bar box,marketplace,gym_regular,no
O00606,C2948,2025-12-20,bar,12-bar box,d2c,gym_regular,no
O00607,C3248,2025-12-20,bar,12-bar box,marketplace,beginner,no
O00608,C3282,2025-12-20,bar,12-bar box,marketplace,vegetarian,no
O00609,C3734,2025-12-20,bar,12-bar box,marketplace,beginner,no
O00610,C1542,2025-12-21,bar,12-bar box,d2c,beginner,no
O00611,C1733,2025-12-21,bar,12-bar box,d2c,gym_regular,no
O00612,C2130,2025-12-21,bar,12-bar box,marketplace,vegetarian,no
O00613,C2673,2025-12-21,bar,12-bar box,marketplace,gym_regular,no
O00614,C3294,2025-12-21,bar,12-bar box,marketplace,beginner,no
O00615,C3489,2025-12-21,bar,12-bar box,d2c,vegetarian,no
O00616,C3540,2025-12-21,bar,12-bar box,marketplace,gym_regular,no
O00617,C3726,2025-12-21,bar,12-bar box,marketplace,beginner,no
O00618,C3960,2025-12-21,bar,12-bar box,d2c,gym_regular,no
O00619,C0464,2025-12-22,bar,12-bar box,d2c,beginner,no
O00620,C0606,2025-12-22,bar,12-bar box,d2c,vegetarian,no
O00621,C1221,2025-12-22,bar,12-bar box,marketplace,vegetarian,no
O00622,C2629,2025-12-22,bar,12-bar box,marketplace,weight_loss,no
O00623,C2724,2025-12-22,bar,12-bar box,d2c,beginner,no
O00624,C0191,2025-12-23,bar,12-bar box,marketplace,beginner,no
O00625,C0213,2025-12-23,bar,12-bar box,marketplace,gym_regular,no
O00626,C0222,2025-12-23,bar,12-bar box,marketplace,beginner,no
O00627,C0297,2025-12-23,bar,12-bar box,d2c,beginner,no
O00628,C0877,2025-12-23,bar,12-bar box,marketplace,gym_regular,no
O00629,C1582,2025-12-23,bar,12-bar box,d2c,gym_regular,no
O00630,C1635,2025-12-23,bar,12-bar box,marketplace,vegetarian,no
O00631,C1766,2025-12-23,bar,12-bar box,marketplace,gym_regular,no
O00632,C2747,2025-12-23,bar,12-bar box,marketplace,gym_regular,no
O00633,C3235,2025-12-23,bar,12-bar box,marketplace,vegetarian,no
O00634,C1119,2025-12-24,bar,12-bar box,d2c,beginner,no
O00635,C1198,2025-12-24,bar,12-bar box,d2c,vegetarian,no
O00636,C3681,2025-12-24,bar,12-bar box,marketplace,vegetarian,no
O00637,C0814,2025-12-25,bar,12-bar box,marketplace,gym_regular,no
O00638,C0897,2025-12-25,bar,12-bar box,marketplace,weight_loss,no
O00639,C1674,2025-12-25,bar,12-bar box,marketplace,beginner,no
O00640,C1740,2025-12-25,bar,12-bar box,marketplace,beginner,no
O00641,C2326,2025-12-25,bar,12-bar box,marketplace,weight_loss,no
O00642,C2522,2025-12-25,bar,12-bar box,marketplace,gym_regular,no
O00643,C2580,2025-12-25,bar,12-bar box,marketplace,beginner,no
O00644,C2699,2025-12-25,bar,12-bar box,d2c,vegetarian,no
O00645,C3252,2025-12-25,bar,12-bar box,marketplace,gym_regular,no
O00646,C3893,2025-12-25,bar,12-bar box,d2c,endurance,no
O00647,C0125,2025-12-26,bar,12-bar box,marketplace,beginner,no
O00648,C0216,2025-12-26,bar,12-bar box,marketplace,endurance,no
O00649,C0433,2025-12-26,bar,12-bar box,d2c,weight_loss,no
O00650,C0547,2025-12-26,bar,12-bar box,d2c,weight_loss,no
O00651,C0796,2025-12-26,bar,12-bar box,d2c,gym_regular,no
O00652,C1100,2025-12-26,bar,12-bar box,marketplace,gym_regular,no
O00653,C1509,2025-12-26,bar,12-bar box,d2c,weight_loss,no
O00654,C0624,2025-12-27,bar,12-bar box,d2c,vegetarian,no
O00655,C1515,2025-12-27,bar,12-bar box,d2c,gym_regular,no
O00656,C1566,2025-12-27,bar,12-bar box,marketplace,gym_regular,no
O00657,C2541,2025-12-27,bar,12-bar box,marketplace,beginner,no
O00658,C2639,2025-12-27,bar,12-bar box,marketplace,beginner,no
O00659,C2647,2025-12-27,bar,12-bar box,d2c,vegetarian,no
O00660,C2678,2025-12-27,bar,12-bar box,marketplace,beginner,no
O00661,C3159,2025-12-27,bar,12-bar box,marketplace,beginner,no
O00662,C3491,2025-12-27,bar,12-bar box,marketplace,vegetarian,no
O00663,C0185,2025-12-28,bar,12-bar box,marketplace,weight_loss,no
O00664,C1064,2025-12-28,bar,12-bar box,d2c,gym_regular,no
O00665,C1145,2025-12-28,bar,12-bar box,d2c,vegetarian,no
O00666,C1324,2025-12-28,bar,12-bar box,marketplace,vegetarian,no
O00667,C1387,2025-12-28,bar,12-bar box,d2c,beginner,no
O00668,C1409,2025-12-28,bar,12-bar box,marketplace,gym_regular,no
O00669,C1431,2025-12-28,bar,12-bar box,d2c,vegetarian,no
O00670,C2132,2025-12-28,bar,12-bar box,d2c,beginner,no
O00671,C2618,2025-12-28,bar,12-bar box,d2c,weight_loss,no
O00672,C2799,2025-12-28,bar,12-bar box,marketplace,gym_regular,no
O00673,C3906,2025-12-28,bar,12-bar box,marketplace,beginner,no
O00674,C1484,2025-12-29,bar,12-bar box,d2c,beginner,no
O00675,C1749,2025-12-29,bar,12-bar box,d2c,weight_loss,no
O00676,C1870,2025-12-29,bar,12-bar box,marketplace,gym_regular,no
O00677,C1911,2025-12-29,bar,12-bar box,marketplace,vegetarian,no
O00678,C2131,2025-12-29,bar,12-bar box,marketplace,gym_regular,no
O00679,C2198,2025-12-29,bar,12-bar box,marketplace,beginner,no
O00680,C2205,2025-12-29,bar,12-bar box,marketplace,gym_regular,no
O00681,C2266,2025-12-29,bar,12-bar box,marketplace,beginner,no
O00682,C2554,2025-12-29,bar,12-bar box,d2c,gym_regular,no
O00683,C3181,2025-12-29,bar,12-bar box,marketplace,beginner,no
O00684,C3444,2025-12-29,bar,12-bar box,marketplace,endurance,no
O00685,C3777,2025-12-29,bar,12-bar box,marketplace,vegetarian,no
O00686,C2299,2025-12-30,bar,12-bar box,marketplace,beginner,no
O00687,C2434,2025-12-30,bar,12-bar box,marketplace,gym_regular,no
O00688,C2478,2025-12-30,bar,12-bar box,marketplace,gym_regular,no
O00689,C3717,2025-12-30,bar,12-bar box,d2c,beginner,no
O00690,C3846,2025-12-30,bar,12-bar box,d2c,gym_regular,no
O00691,C0327,2025-12-31,bar,12-bar box,marketplace,endurance,no
O00692,C0341,2025-12-31,bar,12-bar box,d2c,beginner,no
O00693,C0412,2025-12-31,bar,12-bar box,d2c,gym_regular,no
O00694,C1820,2025-12-31,bar,12-bar box,d2c,beginner,no
O00695,C1841,2025-12-31,bar,12-bar box,marketplace,weight_loss,no
O00696,C2025,2025-12-31,bar,12-bar box,d2c,beginner,no
O00697,C2204,2025-12-31,bar,12-bar box,marketplace,weight_loss,no
O00698,C3264,2025-12-31,bar,12-bar box,marketplace,vegetarian,no
O00699,C3494,2025-12-31,bar,12-bar box,marketplace,vegetarian,no
O00700,C3708,2025-12-31,bar,12-bar box,marketplace,gym_regular,no
O00701,C0060,2026-01-01,bar,12-bar box,marketplace,gym_regular,no
O00702,C1697,2026-01-01,bar,12-bar box,d2c,vegetarian,no
O00703,C2464,2026-01-01,bar,12-bar box,d2c,vegetarian,no
O00704,C2943,2026-01-01,bar,12-bar box,d2c,gym_regular,no
O00705,C3177,2026-01-01,bar,12-bar box,marketplace,beginner,no
O00706,C3523,2026-01-01,bar,12-bar box,marketplace,beginner,no
O00707,C3591,2026-01-01,bar,12-bar box,marketplace,gym_regular,no
O00708,C0224,2026-01-02,bar,12-bar box,d2c,weight_loss,no
O00709,C0947,2026-01-02,bar,12-bar box,marketplace,beginner,no
O00710,C1513,2026-01-02,bar,12-bar box,marketplace,endurance,no
O00711,C1937,2026-01-02,bar,12-bar box,d2c,gym_regular,no
O00712,C2864,2026-01-02,bar,12-bar box,marketplace,weight_loss,no
O00713,C3532,2026-01-02,bar,12-bar box,marketplace,beginner,no
O00714,C1066,2026-01-03,bar,12-bar box,d2c,gym_regular,no
O00715,C1510,2026-01-03,bar,12-bar box,d2c,weight_loss,no
O00716,C1617,2026-01-03,bar,12-bar box,d2c,beginner,no
O00717,C2006,2026-01-03,bar,12-bar box,d2c,gym_regular,no
O00718,C2012,2026-01-03,bar,12-bar box,marketplace,beginner,no
O00719,C2571,2026-01-03,bar,12-bar box,marketplace,beginner,no
